Date,Patrol Time,Steward name,High Temperature,Weather,Number of observed gorge users,total Number of people obseved violating a rule,Number of person interactions: Alternatives,Number of person interactions: Warnings,Number of person interactions: Directions,Total number of person interactions (Daily),Number of contacts to CUPD,Number of People above Ithaca Falls?,Description of Interactions,Description of notable events,,,,,,,,,,,,
6/4/2018,11:00-7:00,Chris,53,"rainy, cloudy",101,0,,,,,0,,,,,,,,,,,,,,,
6/5/2018,11:00-7:00,Chris,73,"warm, sunny",46,4,,,,,0,,,,,,,,,,,,,,,
6/6/2018,,lucy,50,Sunny,63,,,,,,0,,,,,,,,,,,,,,,
6/7/2018,,lucy,70,Sunny,,5,,,,,,,,,,,,,,,,,,,,
6/9/2018,,Phil,78,Sunnny,198,4,,,,,0,,,,,,,,,,,,,,,
6/11/2018,,Tamar,89,Sunny,288,9,,,,,0,,,,,,,,,,,,,,,
6/13/2018,11:00-7:00,Chris,85,Clouds/Rain,173,2,,,,,0,,,,,,,,,,,,,,,
6/14/2018,11:00-7:00,Chris,80,Clouds,154,2,,,,,1,,,,,,,,,,,,,,,
6/15/2018,11:00-7:00,Chris,82,Isolated thunderstorms,220,13,,,,,0,,,,,,,,,,,,,,,
6/16/2018,11:00-7:00,Chris,83,Cloudy,268,4,,,,,0,,,,,,,,,,,,,,,
6/17/2018,11:00-7:00,Corey,83,sunny,233,5,,,,,0,,,,,,,,,,,,,,,
6/18/2018,11:00-7:00,Corey,82,"cloudy, warm, humid",158,1,,,,,0,,,,,,,,,,,,,,,
6/19/2018,11:00-7:00,Corey,74,"warm, breezy",89,4,,,,,0,,,,,,,,,,,,,,,
6/20/2018,11:00-7:00,Lucy,75,"cloudy, humid",90,3,,,,,0,,,,,,,,,,,,,,,
6/21/2018,11:00-7:00,Lucy,77,Rain,95,5,,,,,0,,,,,,,,,,,,,,,
6/22/2018,11:00-7:00,Lucy,79,Sun,108,5,,,,,0,,,,,,,,,,,,,,,
6/23/2018,11:00-7:00,Chris,81,Rain/Storms,357,28,,,,,0,,,,,,,,,,,,,,,
6/24/2018,11:00-7:00,Chris,79,Rain/Storms,316,0,,,,,0,,,,,,,,,,,,,,,
6/25/2018,11:00-7:00,Chris,74,Scattered thunderstorns,222,0,,,,,0,,,,,,,,,,,,,,,
6/26/2018,11:00-7:00,Chris,74,Sunny,102,4,,,,,0,,,,,,,,,,,,,,,
6/27/2018,11:00-7:00,Corey,70,Cloudy,165,0,,,,,0,,,,,,,,,,,,,,,
6/28/2018,11:00-7:00,Corey,67,Cloudy,182,1,,,,,0,,,,,,,,,,,,,,,
6/29/2018,11:00-7:00,Corey,82,Scattered thunderstorms / sun,136,0,,,,,0,,,,,,,,,,,,,,,
6/30/2018,11:00-7:00,Corey,81,Scattered thunderstorns / sun,113,2,,,,,0,,,,,,,,,,,,,,,
7/1/2018,11:00-7:00,Ailis,79,Sun,264,9,,,,,0,,,,,,,,,,,,,,,
7/2/2018,11:00-7:00,Ailis,79,Sun,320,6,,,,,0,,,,,,,,,,,,,,,
7/3/2018,11:00-7:00,Ailis,75,Partly Cloudy,376,5,,,,,0,,,,,,,,,,,,,,,
7/4/2018,11:00-7:00,Chris,81,partly cloudy,308,6,,,,,0,,,,,,,,,,,,,,,
7/5/2018,11:00-7:00,Chris,86,sunny sunny sun sun sun,274,4,,,,,0,,,,,,,,,,,,,,,
7/6/2018,11:00-7:00,Lucy,78,"partly cloudy, some drizzles",226,2,,,,,0,,,,,,,,,,,,,,,
7/7/2018,11:00-6:00,Lucy,77,partly cloudy,56,4,,,,,0,,,,,,,,,,,,,,,
7/8/2018,11:00-7:00,Corey,77,sunny,164,2,,,,,0,,,,,,,,,,,,,,,
7/8/2018,11:00-7:00,Ailis,77,sunny,223,5,,,,,0,,,,,,,,,,,,,,,
7/9/2018,11:00-7:00,Ailis,81,sunny,146,6,,,,,0,,,,,,,,,,,,,,,
7/9/2018,11:00-7:00,Corey,81,sunny,244,2,,,,,0,,,,,,,,,,,,,,,
7/10/2018,11:00-7:00,Corey,79,post rain sunshine,173,0,,,,,0,,,,,,,,,,,,,,,
7/11/2018,11:00-7:00,Corey,82,cloudy,39,0,,,,,0,,,,,,,,,,,,,,,
7/12/2018,6:00-7:00,Ailis,72,sunny,260,6,,,,,0,,,,,,,,,,,,,,,
7/15/2018,11:00-7:00,Ailis,72,sunny,361,4,,,,,0,,,,,,,,,,,,,,,
7/16/2018,11:00-7:00,Ailis,80,Clouds/T-Storms,51,10,,,,,0,,,,,,,,,,,,,,,
7/19/2018,4:00-7:00,Ailis,86,Sunny,275,5,,,,,0,,,,,,,,,,,,,,,
7/20/2018,11:00-7:00,Chris,86,"clouds, some drizzles",300,5,,,,,0,,,,,,,,,,,,,,,
7/21/2018,11:00-7:00,Chris,86,Cloudy,224,8,,,,,0,,,,,,,,,,,,,,,
7/22/2018,11:00-7:00,Ailis,78,Rainy,215,0,,,,,0,,,,,,,,,,,,,,,
7/23/2018,11:00-7:00,Ailis,79,Cloudy,130,5,,,,,0,,,,,,,,,,,,,,,
7/25/2018,11:00-7:00,Ailis,66,sunny,150,23,,,,,0,,,,,,,,,,,,,,,
7/26/2018,11:00-7:00,Ailis,75,sunny,305,4,,,,,0,,,,,,,,,,,,,,,
7/29/2018,11:00-7:00,Corey,75,,63,,,,,,0,,,,,,,,,,,,,,,
7/30/2018,3:00-7:00,Corey,74,,,,,,,,,,,,,,,,,,,,,,,
7/31/2018,11:00-3:00,Lucy,,sunny,,0,,,,,,,,,,,,,,,,,,,,
7/31/2018,3:00-7:00,Corey,,"partly sunny, rain",126,2,,,,,0,,,,,,,,,,,,,,,
8/1/2018,11:00-7:00pm,Ailis,82,,23,,,,,,0,,,,,,,,,,,,,,,
8/2/2018,3:00-7:00pm,Ailis,84,sunny,,15,,,,,,,,,,,,,,,,,,,,
8/3/2018,,,,"clouds, scattered rains",287,1,,,,,0,,,,,,,,,,,,,,,
8/4/2018,11:00-7:00,Corey,75,sunny,112,1,,,,,0,,,,,,,,,,,,,,,
8/5/2018,11:00-4:00,Deepa,70,scattered clouds,223,3,,,,,0,,,,,,,,,,,,,,,
8/6/2018,11:00-7:00,Corey,73,sunny,170,0,,,,,0,,,,,,,,,,,,,,,
8/7/2018,11:00-7:00,Corey,77,sunny,120,1,,,,,0,,,,,,,,,,,,,,,
8/8/2018,11:00-1:00,Corey,75,Sunny,311,0,,,,,0,,,,,,,,,,,,,,,
8/9/2018,11:00-7:00,Corey,83,clouds,135,2,,,,,0,,,,,,,,,,,,,,,
8/10/2018,11:00-7:00,Ernest,83,sunny,124,1,,,,,0,,,,,,,,,,,,,,,
8/11/2018,11:00-7:00,Corey,78,clouds,169,4,,,,,0,,,,,,,,,,,,,,,
8/14/2018,11:00-7:00,Corey,79,sunny,232,8,,,,,0,,,,,,,,,,,,,,,
8/15/2018,11:00-7:00,Corey,82,sunny w some clouds,319,2,,,,,0,,,,,,,,,,,,,,,
8/16/2018,11:00-7:00,Corey,77,"cloudy, rain storm",157,2,,,,,0,,,,,,,,,,,,,,,
8/21/2018,"11:00-1:00, 3-7",Solina,84,sunny,59,0,,,,,0,,,,,,,,,,,,,,,
8/22/2018,3:00-5:00,Ailis,84,cloudy,201,0,,,,,0,,,,,,,,,,,,,,,
8/23/2018,11-7,Solina,73,mild,120,0,,,,,0,,,,,,,,,,,,,,,
8/24/2018,11:00-7:00,Ailis,69,Sunny,83,0,,,,,0,,,,,,,,,,,,,,,
8/25/2018,11-7,ernest,66,sunny,,2,,,,,0,,,,,,,,,,,,,,,
8/26/2018,11-7,Ernest,72,sunny,214,0,,,,,0,,,,,,,,,,,,,,,
8/27/2018,11:00-7:00,Ailis,72,partly cloudy,140,0,,,,,0,,,,,,,,,,,,,,,
8/28/2018,"11-1, 3-7",Solina,73,sunny,110,0,,,,,0,,,,,,,,,,,,,,,
8/29/2018,"11-1, 3-7",Solina,70,rainy,83,0,,,,,0,,,,,,,,,,,,,,,
8/30/2018,3-7,Solina,74,cloudy,150,0,,,,,0,,,,,,,,,,,,,,,
8/31/2018,11-7,Ailis,64,cloudy,65,0,,,,,0,,,,,,,,,,,,,,,
9/1/2018,11-7,Solina,60,cloudy,153,2,,,,,0,,,,,,,,,,,,,,,
9/2/2018,3-7,Ailis,68,cloudy,176,0,,,,,0,,,,,,,,,,,,,,,
9/3/2018,11-7,Solina,65,cloudy,132,1,,,,,0,,,,,,,,,,,,,,,
9/8/2018,11-7,Solina,64,cloudy,73,0,,,,,0,,,,,,,,,,,,,,,
9/9/2018,11-7,Solina,58,sunny,86,,,,,,0,,,,,,,,,,,,,,,
9/10/2018,11-7,Solina,63,sunny,136,,,,,,0,,,,,,,,,,,,,,,
9/15/2018,11-7,Solina,77,sunny,142,,,,,,0,,,,,,,,,,,,,,,
9/16/2018,11-7,Solina,79,sunny,252,,,,,,0,,,,,,,,,,,,,,,
9/17/2018,11-7,Solina,84,sunny,125,,,,,,0,,,,,,,,,,,,,,,
9/22/2018,11-7,Solina,75,hot/ sunny,224,,,,,,0,,,,,,,,,,,,,,,
9/23/2018,11-7,Solina,82,cloudy,254,,,,,,0,,,,,,,,,,,,,,,
9/24/2018,11-7,Solina,87,cloudy,141,,,,,,0,,,,,,,,,,,,,,,
9/29/2018,11-7,Solina,63,sunny,78,,,,,,0,,,,,,,,,,,,,,,
9/30/2018,11-7,Solina,55,Cloudy,199,12,,,,,0,,,,,,,,,,,,,,,
10/1/2018,11-7,Solina,65,Cloudy/Rain,509,0,,,,,,,,,,,,,,,,,,,,
5/29/2017,,Tom,71,Cloudy/Rain,165,0,,,,,,,,,,,,,,,,,,,,
5/30/2017,,Tom,67,Sunny,160,0,,,,,,,,,,,,,,,,,,,,
5/31/2017,,Tom,71,Sunny,429,0,,,,,,,,,,,,,,,,,,,,
6/1/2017,,Tom,69,Sunny,203,0,,,,,,,,,,,,,,,,,,,,
6/2/2017,11:00-7:00,Chris,67,Sunny,210,1,,,,,,,,,,,,,,,,,,,,
6/3/2017,,Tamar,68,Rain,291,1,,,,,,,,,,,,,,,,,,,,
6/3/2017,11:00-7:00,Chris,68,Rain,69,0,,,,,,,,,,,,,,,,,,,,
6/4/2017,,Tamar,53,Clouds/Storm,61,0,,,,,,,,,,,,,,,,,,,,
6/4/2017,11:00-7:00,Chris,53,"rainy, cloudy",101,0,,,,,,,,,,,,,,,,,,,,
6/5/2017,11:00-7:00,Chris,73,"warm, sunny",46,4,,,,,,,,,,,,,,,,,,,,
6/6/2017,,lucy,50,Sunny,63,,,,,,,,,,,,,,,,,,,,,
6/7/2017,,lucy,70,Sunny,,5,,,,,,,,,,,,,,,,,,,,
6/9/2017,,Phil,78,Sunnny,198,4,,,,,,,,,,,,,,,,,,,,
6/11/2017,,Tamar,89,Sunny,288,9,,,,,,,,,,,,,,,,,,,,
6/13/2017,11:00-7:00,Chris,85,Clouds/Rain,173,2,,,,,,,,,,,,,,,,,,,,
6/14/2017,11:00-7:00,Chris,80,Clouds,154,2,,,,,,,,,,,,,,,,,,,,
6/15/2017,11:00-7:00,Chris,82,Isolated thunderstorms,220,13,,,,,,,,,,,,,,,,,,,,
6/16/2017,11:00-7:00,Chris,83,Cloudy,268,4,,,,,,,,,,,,,,,,,,,,
6/17/2017,11:00-7:00,Corey,83,sunny,233,5,,,,,,,,,,,,,,,,,,,,
6/18/2017,11:00-7:00,Corey,82,"cloudy, warm, humid",158,1,,,,,,,,,,,,,,,,,,,,
6/19/2017,11:00-7:00,Corey,74,"warm, breezy",89,4,,,,,,,,,,,,,,,,,,,,
6/20/2017,11:00-7:00,Lucy,75,"cloudy, humid",90,3,,,,,,,,,,,,,,,,,,,,
6/21/2017,11:00-7:00,Lucy,77,Rain,95,5,,,,,,,,,,,,,,,,,,,,
6/22/2017,11:00-7:00,Lucy,79,Sun,108,5,,,,,,,,,,,,,,,,,,,,
6/23/2017,11:00-7:00,Chris,81,Rain/Storms,357,395,,,,,,,,,,,,,,,,,,,,
6/24/2017,11:00-7:00,Chris,79,Rain/Storms,316,0,,,,,,,,,,,,,,,,,,,,
6/25/2017,11:00-7:00,Chris,74,Scattered thunderstorns,222,0,,,,,,,,,,,,,,,,,,,,
6/26/2017,11:00-7:00,Chris,74,Sunny,102,4,,,,,,,,,,,,,,,,,,,,
6/27/2017,11:00-7:00,Corey,70,Cloudy,165,0,,,,,,,,,,,,,,,,,,,,
6/28/2017,11:00-7:00,Corey,67,Cloudy,182,1,,,,,,,,,,,,,,,,,,,,
6/29/2017,11:00-7:00,Corey,82,Scattered thunderstorms / sun,136,0,,,,,,,,,,,,,,,,,,,,
6/30/2017,11:00-7:00,Corey,81,Scattered thunderstorns / sun,113,2,,,,,,,,,,,,,,,,,,,,
7/1/2017,11:00-7:00,Ailis,79,Sun,264,9,,,,,,,,,,,,,,,,,,,,
7/2/2017,11:00-7:00,Ailis,79,Sun,320,6,,,,,,,,,,,,,,,,,,,,
7/3/2017,11:00-7:00,Ailis,75,Partly Cloudy,376,5,,,,,,,,,,,,,,,,,,,,
7/4/2017,11:00-7:00,Chris,81,partly cloudy,308,6,,,,,,,,,,,,,,,,,,,,
7/5/2017,11:00-7:00,Chris,86,sunny sunny sun sun sun,274,4,,,,,,,,,,,,,,,,,,,,
7/6/2017,11:00-7:00,Lucy,78,"partly cloudy, some drizzles",226,2,,,,,,,,,,,,,,,,,,,,
7/7/2017,11:00-6:00,Lucy,77,partly cloudy,56,4,,,,,,,,,,,,,,,,,,,,
7/8/2017,11:00-7:00,Corey,77,sunny,164,2,,,,,,,,,,,,,,,,,,,,
7/8/2017,11:00-7:00,Ailis,77,sunny,223,5,,,,,,,,,,,,,,,,,,,,
7/9/2017,11:00-7:00,Ailis,81,sunny,146,6,,,,,,,,,,,,,,,,,,,,
7/9/2017,11:00-7:00,Corey,81,sunny,244,2,,,,,,,,,,,,,,,,,,,,
7/10/2017,11:00-7:00,Corey,79,,173,,,,,,,,,,,,,,,,,,,,,
7/11/2017,11:00-7:00,Corey,82,post rain sunshine,,0,,,,,,,,,,,,,,,,,,,,
,,,,,39,,,,,,,,,,,,,,,,,,,,,
7/12/2017,6:00-7:00,Ailis,72,,,,,,,,,,,,,,,,,,,,,,,
7/13/2017,,,,cloudy,,0,,,,,,,,,,,,,,,,,,,,
7/14/2017,,,,sunny,260,6,,,,,,,,,,,,,,,,,,,,
7/15/2017,11:00-7:00,Ailis,72,,361,,,,,,,,,,,,,,,,,,,,,
7/16/2017,11:00-7:00,Ailis,80,,,,,,,,,,,,,,,,,,,,,,,
7/17/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/2017,,,,sunny,,4,,,,,,,,,,,,,,,,,,,,
7/19/2017,,,,Clouds/T-Storms,51,10,,,,,,,,,,,,,,,,,,,,
7/19/2017,4:00-7:00,Ailis,86,Sunny,275,5,,,,,,,,,,,,,,,,,,,,
7/20/2017,11:00-7:00,Chris,86,"clouds, some drizzles",300,5,,,,,,,,,,,,,,,,,,,,
7/21/2017,11:00-7:00,Chris,86,Cloudy,224,8,,,,,,,,,,,,,,,,,,,,
7/22/2017,11:00-7:00,Ailis,78,,215,,,,,,,,,,,,,,,,,,,,,
7/23/2017,11:00-7:00,Ailis,79,Rainy,,0,,,,,,,,,,,,,,,,,,,,
7/24/2017,,,,Cloudy,130,5,,,,,,,,,,,,,,,,,,,,
7/25/2017,11:00-7:00,Ailis,66,,150,,,,,,,,,,,,,,,,,,,,,
7/26/2017,11:00-7:00,Ailis,75,,,,,,,,,,,,,,,,,,,,,,,
7/27/2017,,,,sunny,,23,,,,,,,,,,,,,,,,,,,,
7/28/2017,,,,sunny,305,4,,,,,,,,,,,,,,,,,,,,
7/29/2017,11:00-7:00,Corey,75,,63,,,,,,,,,,,,,,,,,,,,,
7/30/2017,3:00-7:00,Corey,74,,,,,,,,,,,,,,,,,,,,,,,
7/31/2017,11:00-3:00,Lucy,,sunny,,0,,,,,,,,,,,,,,,,,,,,
7/31/2017,3:00-7:00,Corey,,"partly sunny, rain",126,2,,,,,,,,,,,,,,,,,,,,
8/1/2017,11:00-7:00pm,Ailis,82,,23,,,,,,,,,,,,,,,,,,,,,
8/2/2017,3:00-7:00pm,Ailis,84,sunny,,15,,,,,,,,,,,,,,,,,,,,
8/3/2017,,,,"clouds, scattered rains",287,1,,,,,,,,,,,,,,,,,,,,
8/4/2017,11:00-7:00,Corey,75,sunny,112,1,,,,,,,,,,,,,,,,,,,,
8/5/2017,11:00-4:00,Deepa,70,scattered clouds,223,3,,,,,,,,,,,,,,,,,,,,
8/6/2017,11:00-7:00,Corey,73,sunny,170,0,,,,,,,,,,,,,,,,,,,,
8/7/2017,11:00-7:00,Corey,77,sunny,120,1,,,,,,,,,,,,,,,,,,,,
8/8/2017,11:00-1:00,Corey,75,Sunny,311,0,,,,,,,,,,,,,,,,,,,,
8/9/2017,11:00-7:00,Corey,83,clouds,135,2,,,,,,,,,,,,,,,,,,,,
8/10/2017,11:00-7:00,Ernest,83,,124,,,,,,,,,,,,,,,,,,,,,
8/11/2017,11:00-7:00,Corey,78,,,,,,,,,,,,,,,,,,,,,,,
,,,,sunny,,1,,,,,,,,,,,,,,,,,,,,
,,,,clouds,169,4,,,,,,,,,,,,,,,,,,,,
8/14/2017,11:00-7:00,Corey,79,sunny,232,8,,,,,,,,,,,,,,,,,,,,
8/15/2017,11:00-7:00,Corey,82,sunny w some clouds,319,2,,,,,,,,,,,,,,,,,,,,
8/16/2017,11:00-7:00,Corey,77,"cloudy, rain storm",157,2,,,,,,,,,,,,,,,,,,,,
8/21/2017,"11:00-1:00, 3-7",Solina,84,sunny,59,0,,,,,,,,,,,,,,,,,,,,
8/22/2017,3:00-5:00,Ailis,84,cloudy,201,0,,,,,,,,,,,,,,,,,,,,
8/23/2017,11-7,Solina,73,mild,120,0,,,,,,,,,,,,,,,,,,,,
8/24/2017,11:00-7:00,Ailis,69,Sunny,83,0,,,,,,,,,,,,,,,,,,,,
8/25/2017,11-7,ernest,66,sunny,,2,,,,,,,,,,,,,,,,,,,,
8/26/2017,11-7,Ernest,72,sunny,214,0,,,,,,,,,,,,,,,,,,,,
8/27/2017,11:00-7:00,Ailis,72,partly cloudy,140,0,,,,,,,,,,,,,,,,,,,,
8/28/2017,"11-1, 3-7",Solina,73,sunny,110,0,,,,,,,,,,,,,,,,,,,,
8/29/2017,"11-1, 3-7",Solina,70,rainy,83,0,,,,,,,,,,,,,,,,,,,,
8/30/2017,3-7,Solina,74,cloudy,150,0,,,,,,,,,,,,,,,,,,,,
8/31/2017,11-7,Ailis,64,cloudy,65,0,,,,,,,,,,,,,,,,,,,,
9/1/2017,11-7,Solina,60,cloudy,153,2,,,,,,,,,,,,,,,,,,,,
9/2/2017,3-7,Ailis,68,cloudy,176,0,,,,,,,,,,,,,,,,,,,,
9/3/2017,11-7,Solina,65,cloudy,132,1,,,,,,,,,,,,,,,,,,,,
9/8/2017,11-7,Solina,64,cloudy,73,0,,,,,,,,,,,,,,,,,,,,
9/9/2017,11-7,Solina,58,sunny,86,,,,,,,,,,,,,,,,,,,,,
9/10/2017,11-7,Solina,63,sunny,136,,,,,,,,,,,,,,,,,,,,,
9/15/2017,11-7,Solina,77,sunny,142,,,,,,,,,,,,,,,,,,,,,
9/16/2017,11-7,Solina,79,sunny,252,,,,,,,,,,,,,,,,,,,,,
9/17/2017,11-7,Solina,84,sunny,125,,,,,,,,,,,,,,,,,,,,,
9/22/2017,11-7,Solina,75,hot/ sunny,224,,,,,,,,,,,,,,,,,,,,,
9/23/2017,11-7,Solina,82,cloudy,254,,,,,,,,,,,,,,,,,,,,,
9/24/2017,11-7,Solina,87,cloudy,141,,,,,,,,,,,,,,,,,,,,,
9/29/2017,11-7,Solina,63,sunny,78,,,,,,,,,,,,,,,,,,,,,
9/30/2017,11-7,Solina,55,Weather,199,Total number of observed violations,,,,,,,,,,,,,,,,,,,,
10/1/2017,11-7,Solina,65,overcast/light showers,Total number of observed gorge users,5,,,,,Number of contacts to CUPD,"Trail Issues: Name, location, problem",Stewardship activities conducted (type and location),,,,,,,,,,,,,
,Patrol Time,Steward name,High Temperature,partly cloudy,331,19,,,,,0,,,,,,,,,,,,,,,
5/22/2016,11am-7pm,Sylvan,66,sunny,375,49,,,,,0,,,,,,,,,,,,,,,
5/23/2016,11am-7pm,Sylvan,77,mostly cloudy,296,63,,,,,1,,,,,,,,,,,,,,,
5/24/2016,11am-7pm,Sylvan,80,mostly cloudy,360,15,,,,,2,,,,,,,,,,,,,,,
5/25/2016,11am-7pm,Sylvan,85,"partly cloudy, evening showers",342,7,,,,,0,,,,,,,,,,,,,,,
5/26/2016,11am-7pm,Sylvan,82,clear,322,19,,,,,0,,,,,,,,,,,,,,,
5/27/2016,11am-7pm,Sylvan,84,Scattered Showers,415,10,,,,,1,,,,,,,,,,,,,,,
5/28/2016,11am-7pm,Sylvan,91,Scattered Showers,252,0,,,,,0,,,,,,,,,,,,,,,
5/29/2016,11am-7pm,Tyler,88,Sunny,100,23,,,,,0,,,,,,,,,,,,,,,
5/29/2016,11am-3pm,Sylvan,88,Sunny,263,12,,,,,1,,,,,,,,,,,,,,,
5/30/2016,11am-7pm,Tyler,80,sunny,150,6,,,,,0,,,,,,,,,,,,,,,
5/31/2016,11am-7pm,Tyler,80,rainy,279,0,,,,,0,,,,,,,,,,,,,,,
6/1/2016,11am-7pm,Sylvan,84,Sunny,88,15,,,,,0,,,,,,,,,,,,,,,
6/2/2016,11am-7pm,Sylvan,70,Partly cloudy,160,5,,,,,0,,,,,,,,,,,,,,,
6/3/2016,11am-7pm,Tyler,79,rainy,227,0,,,,,0,,,,,,,,,,,,,,,
6/4/2016,11am-7pm,Sylvan,80,sunny,115,7,,,,,0,,,,,,,,,,,,,,,
6/5/2016,11am-7pm,Sylvan,72,mostly cloudy,230,2,,,,,0,,,,,,,,,,,,,,,
6/6/2016,11am-7pm,Sylvan,77,Overcast/evening showers,202,0,,,,,0,,,,,,,,,,,,,,,
6/7/2016,11am-7pm,Sylvan,72,partly cloudy,70,0,,,,,0,,,,,,,,,,,,,,,
6/8/2016,11am-7pm,Tyler,59,sunny,115,0,,,,,0,,,,,,,,,,,,,,,
6/9/2016,11am-7pm,Sylvan,67,Partly cloudy,414,36,,,,,0,,,,,,,,,,,,,,,
6/10/2016,11am-7pm,Sylvan,68,overcast,498,8,,,,,2,,,,,,,,,,,,,,,
6/11/2016,11am-7pm,Tyler,82,overast,160,0,,,,,1,,,,,,,,,,,,,,,
6/12/2016,11am7pm,Tyler,65,sunny,60,7,,,,,,,,,,,,,,,,,,,,
6/13/2016,11am-7pm,Tyler,69,sunny,251,0,,,,,1,,,,,,,,,,,,,,,
6/14/2016,11am-7pm,Lexie,80,overcast,102,14,,,,,0,,,,,,,,,,,,,,,
6/14/2016,11am-3pm,Sylvan,80,mostly cloudy,123,0,,,,,1,,,,,,,,,,,,,,,
6/15/2016,3:30pm-7pm,Lexie,81,sunny,184,9,,,,,0,,,,,,,,,,,,,,,
6/16/2016,11am-7pm,Sylvan,80,Sunny,149,56,,,,,1,,,,,,,,,,,,,,,
6/17/2016,11am-7pm,Sylvan,82,partly cloudy,377,2,,,,,3,,,,,,,,,,,,,,,
6/18/2016,11am-7pm,"Tyler (Morning w/ Lexie, afternoon w/ Sylvan",84,partly cloudy,121,13,,,,,0,,,,,,,,,,,,,,,
6/19/2016,3pm-7pm,Sylvan,87,partly cloudy,171,4,,,,,1,,,,,,,,,,,,,,,
6/20/2016,11am-7pm,Sylvan,90,partly cloudy,173,3,,,,,0,,,,,,,,,,,,,,,
6/21/2016,11am-7pm,Lexie,85,mostly cloudy,189,0,,,,,0,,,,,,,,,,,,,,,
6/21/2016,11am-7pm,Sylvan,85,mostly cloudy,121,0,,,,,0,,,,,,,,,,,,,,,
6/22/2016,11am-7pm,Sylvan,75,partly cloudy,144,3,,,,,0,,,,,,,,,,,,,,,
6/23/2016,11am-7pm,Sylvan,76,partly cloudy,166,2,,,,,0,,,,,,,,,,,,,,,
6/24/2016,11am-7pm,Lexie,85,sunny,206,18,,,,,0,,,,,,,,,,,,,,,
6/24/2016,11am-7pm,Sylvan,85,sunny,292,33,,,,,1,,another tour for PSP program,,,,,,,,,,,,,
6/25/2016,11am-7pm,Sylvan,86,sunny,292,33,,,,,1,,,,,,,,,,,,,,,
6/26/2016,11am-7pm,Sylvan,88,"mostly cloudy, morning showers",292,0,,,,,1,,,,,,,,,,,,,,,
6/26/2016,11am-7pm,Tom,88,,177,0,,,,,0,,,,,,,,,,,,,,,
6/27/2016,11am-7pm,Sylvan,84,sunny,0,0,,,,,,,,,,,,,,,,,,,,
6/28/2016,11am-7pm,,,"Morning and afternoon sunny, partly cloudy evening",177,7,,,,,0,,,,,,,,,,,,,,,
6/29/2016,11am-7pm,Sylvan,75,"Scattered showers in the early afternoon, Sunny evening",205,0,,,,,0,,,,,,,,,,,,,,,
6/30/2016,11am-7pm,Tyler,82,Sunny,163,12,,,,,0,,,,,,,,,,,,,,,
7/1/2016,11am-7pm,Tyler,78,Sunny,259,32,,,,,2,,,,,,,,,,,,,,,
7/2/2016,11am-7pm,Tyler,75,Sunny,578,35,,,,,2,,,,,,,,,,,,,,,
7/3/2016,11am-7pm,Tom,82,Partly Cloudy,515,2,,,,,1,,,,,,,,,,,,,,,
7/4/2016,11am-7pm,Tom,89,Partly Cloudy,251,7,,,,,0,,,,,,,,,,,,,,,
7/5/2016,11am-7pm,Tom,86,"Partly Cloudy, scattered showers",194,7,,,,,0,,,,,,,,,,,,,,,
7/6/2016,11am-7pm,Tyler,90,"Partly Cloudy, scattered showers",155,0,,,,,0,,,,,,,,,,,,,,,
7/7/2016,11am-7pm (plus a Casc Tour at 7:45pm),Tyler,85,"Sunny, late afternoon clouds",252,8,,,,,0,,,,,,,,,,,,,,,
7/8/2016,11am-7pm,Tom,83,Scattered showers,244,0,,,,,0,,,,,,,,,,,,,,,
7/9/2016,11am-7pm,Tyler,80,mostly cloudy,199,0,,,,,0,,,,,,,,,,,,,,,
7/10/2016,11am-7pm,Sylvan,82,Partly Cloudy,243,0,,,,,0,,,,,,,,,,,,,,,
7/11/2016,11am-7pm,Tom,80,Partly Cloudy,258,8,,,,,0,,,,,,,,,,,,,,,
7/12/2016,3pm-7pm,Tom,88,"Parly cloudy, evening thunderstorms",179,0,,,,,no,,,,,,,,,,,,,,,
7/13/2016,11am-7pm,Sylvan,88,Partly Cloudy,147,2,,,,,0,,,,,,,,,,,,,,,
7/14/2016,11am-7pm,Sylvan,87,Partly Cloudy,234,10,,,,,1,,,,,,,,,,,,,,,
7/15/2016,11am-7pm,Sylvan (Lexie in morning and Tom in the evening),89,sunny,236,14,,,,,2,,,,,,,,,,,,,,,
7/16/2016,11am-7pm,Sylvan,85,Heavy Rain,321,7,,,,,1,,,,,,,,,,,,,,,
7/17/2016,11am-7pm,Sylvan,86,Sunny,127,4,,,,,0,,,,,,,,,,,,,,,
7/18/2016,11am-7pm,Tom,80,Partly Cloudy,199,0,,,,,1,,,,,,,,,,,,,,,
7/19/2016,11am-7pm,Sylvan,80,Sunny,192,28,,,,,0,,,,,,,,,,,,,,,
7/20/2016,11am-7pm,Sylvan,80,mostly cloudy,251,21,,,,,1,,,,,,,,,,,,,,,
7/21/2016,11am-7pm,Sylvan,91,sunny,243,42,,,,,1,,,,,,,,,,,,,,,
7/22/2016,11am-7pm,Sylvan,93,sunny,274,14,,,,,1,,,,,,,,,,,,,,,
7/23/2016,11am-7pm,Sylvan,89,"mostly cloudy, scattered showers",266,0,,,,,1,,,,,,,,,,,,,,,
7/24/2016,11am-7pm,Sylvan,92,Mostly CLoudy,102,0,,,,,0,,,,,,,,,,,,,,,
7/25/2016,11am-7pm,Sylvan,82,Sunny,283,3,,,,,0,,,,,,,,,,,,,,,
